@RELATION data/rfMusicGenre
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE features137 NUMERIC
@ATTRIBUTE features138 NUMERIC
@ATTRIBUTE class {sad,love,classical,beach}

@DATA
0.053403,0.083501,3.231838,0.131422,0.170488,0.394240,0.002949,0.074056,-21.524550,1.981794,0.071665,0.339253,0.189047,0.091328,-0.076910,-0.005322,-0.118714,0.043896,0.011412,0.042514,0.058259,0.014722,0.004045,0.039749,0.018393,0.032193,0.012278,0.053755,0.001368,0.008948,0.009935,0.042619,0.002364,0.028304,0.000002,0.000016,-0.000119,0.000090,0.000117,0.000088,0.000003,-0.000014,0.001022,-0.000083,0.000708,-0.000366,0.000193,0.000629,-0.000440,0.000464,0.000509,-0.000063,-0.000126,-0.000454,0.000154,0.000047,-0.000009,-0.000031,0.000001,0.000072,0.000004,0.000039,-0.000002,-0.000064,0.000013,-0.000024,0.000003,0.000009,0.020210,0.019867,0.053020,0.027551,0.020986,0.188517,0.001565,0.045732,0.374328,0.256989,0.247188,0.229979,0.187733,0.212529,0.195049,0.195618,0.198869,0.194513,0.220638,0.195318,0.171037,0.010142,0.002996,0.023269,0.014065,0.018796,0.010920,0.029779,0.001477,0.007134,0.008587,0.020938,0.001849,0.007041,0.020212,0.021583,0.065270,0.027662,0.024936,0.173752,0.001916,0.048947,0.360583,0.222792,0.229523,0.224855,0.205017,0.214732,0.197288,0.206461,0.209623,0.208390,0.210139,0.197523,0.186084,0.010244,0.003514,0.023361,0.014428,0.018069,0.011714,0.026769,0.001957,0.007154,0.011267,0.018618,0.001923,0.007263,133.333333,0.110609,love
0.069210,0.057387,3.242799,0.140262,0.165873,0.602173,0.002500,0.099472,-21.331077,1.331070,-0.184408,0.269134,0.216024,0.185291,0.014259,0.134611,-0.073722,0.107386,0.061446,-0.056786,-0.103306,0.012628,0.005097,0.026989,0.020269,0.016594,0.010902,0.018040,0.004614,0.006107,0.038601,0.021418,0.004593,0.017245,-0.000051,-0.000037,0.000032,-0.000016,0.000044,-0.000202,0.000005,-0.000015,-0.001024,-0.000584,-0.000253,0.000959,0.000567,0.000524,0.000863,0.000248,-0.001351,-0.000670,-0.000200,0.000364,0.000088,-0.000026,0.000001,0.000035,-0.000020,0.000004,0.000062,0.000011,0.000001,-0.000030,-0.000000,0.000017,-0.000010,0.000008,0.013871,0.015695,0.056706,0.020135,0.018897,0.166256,0.000962,0.022834,0.436578,0.238985,0.216473,0.229073,0.198393,0.191632,0.191907,0.215605,0.201101,0.197654,0.191227,0.176285,0.180161,0.008287,0.003901,0.014785,0.011250,0.008749,0.007620,0.013161,0.003695,0.006225,0.019035,0.015987,0.003835,0.005423,0.014370,0.019067,0.077795,0.021060,0.022064,0.165434,0.001189,0.024393,0.452392,0.238941,0.223285,0.230112,0.212761,0.214472,0.212914,0.220187,0.211841,0.211735,0.209490,0.205284,0.209447,0.009629,0.004035,0.017125,0.011037,0.009546,0.007967,0.016205,0.004248,0.006758,0.019371,0.018511,0.004294,0.005897,150.000000,0.122324,love
0.039835,0.069429,3.168247,0.115150,0.164766,0.230618,0.007912,0.055342,-23.066404,2.620277,0.150844,0.317633,0.161294,0.190802,0.102163,-0.001491,-0.041246,-0.094370,0.011050,0.104031,-0.092382,0.009983,0.009819,0.064598,0.014920,0.019179,0.013132,0.075892,0.003367,0.006108,0.013913,0.035055,0.002022,0.036696,-0.000004,0.000030,-0.000049,0.000100,0.000096,0.000114,0.000004,-0.000036,-0.000573,0.000894,0.001880,-0.000643,-0.000148,0.000367,-0.000548,0.000836,0.000229,0.000518,-0.000933,-0.000072,0.000695,-0.000006,-0.000012,-0.000045,0.000183,0.000039,-0.000055,-0.000000,-0.000003,0.000000,-0.000091,0.000004,0.000000,0.000037,0.025787,0.028815,0.144758,0.041400,0.029140,0.230242,0.005590,0.055369,0.920939,0.570083,0.497957,0.386811,0.316837,0.303512,0.283479,0.245432,0.236538,0.248016,0.279323,0.286791,0.293316,0.009719,0.012312,0.039246,0.020012,0.018587,0.017537,0.051026,0.005794,0.007539,0.016583,0.031221,0.003719,0.012574,0.025682,0.036116,0.187908,0.041679,0.036041,0.228857,0.007413,0.059004,0.957650,0.503666,0.454040,0.365036,0.329897,0.302399,0.313700,0.242661,0.258790,0.266847,0.257597,0.257767,0.252921,0.011192,0.012134,0.037301,0.019436,0.022319,0.019245,0.049887,0.007095,0.009356,0.018421,0.027405,0.004679,0.013373,133.333333,0.105323,love
0.036045,0.060483,3.161963,0.116513,0.170481,0.210888,0.007061,0.041273,-23.147893,2.763932,0.215844,0.187437,-0.070748,0.134171,-0.004745,-0.032935,-0.093603,-0.063052,-0.114110,-0.076494,-0.023858,0.018849,0.004556,0.076531,0.030236,0.026235,0.010284,0.050799,0.002544,0.006808,0.025281,0.030451,0.003496,0.037897,0.000039,-0.000208,-0.000219,0.000012,-0.000040,0.000101,0.000018,0.000050,-0.002000,-0.000868,-0.000912,0.001034,-0.000503,-0.000021,0.000264,0.000025,-0.000354,0.000402,0.000196,-0.000051,-0.000279,-0.000001,0.000003,-0.000154,0.000022,0.000004,-0.000000,-0.000136,0.000002,-0.000000,-0.000094,0.000197,0.000004,-0.000029,0.021333,0.030701,0.093011,0.032593,0.023297,0.194840,0.005217,0.036152,0.872072,0.438867,0.345779,0.283798,0.260495,0.223810,0.216031,0.203520,0.201108,0.192664,0.227648,0.207213,0.200463,0.020314,0.004839,0.083692,0.025635,0.019329,0.011995,0.033839,0.003802,0.007329,0.021341,0.023830,0.004711,0.017176,0.022000,0.029106,0.119273,0.037811,0.031365,0.214256,0.006825,0.040742,0.906732,0.496247,0.344784,0.283785,0.248895,0.250920,0.238887,0.235636,0.234717,0.217178,0.213037,0.224975,0.217064,0.019765,0.005633,0.074046,0.022936,0.020566,0.012923,0.040275,0.004825,0.008611,0.021318,0.022533,0.005129,0.017685,150.000000,0.097118,love
0.072652,0.084024,3.264832,0.135708,0.152981,0.669018,0.003216,0.113515,-20.952866,1.131504,-0.069965,0.276528,0.072012,0.252303,-0.177141,0.098813,-0.008725,0.113535,0.103367,0.156858,-0.013723,0.020156,0.007413,0.037487,0.005664,0.011210,0.015750,0.033792,0.005579,0.007914,0.013531,0.023339,0.004591,0.018722,0.000026,-0.000022,-0.000009,0.000060,0.000063,0.000436,0.000011,0.000074,0.000387,0.001255,0.002143,-0.001079,-0.001573,0.000646,-0.000221,-0.000181,-0.000145,-0.000310,0.000799,0.000247,-0.000764,0.000030,0.000001,0.000072,-0.000003,-0.000001,0.000031,0.000045,-0.000002,-0.000003,0.000094,0.000014,-0.000174,-0.000013,0.019432,0.017896,0.031906,0.021676,0.017742,0.218226,0.001371,0.043527,0.332280,0.273648,0.322833,0.252471,0.234319,0.235906,0.209509,0.197774,0.208988,0.216919,0.205123,0.185545,0.183321,0.016724,0.007160,0.018803,0.005032,0.007860,0.012553,0.022588,0.006353,0.009730,0.011171,0.013611,0.005498,0.007126,0.019812,0.018677,0.040451,0.021640,0.020693,0.212161,0.001591,0.045661,0.365690,0.258623,0.278850,0.249358,0.242973,0.254066,0.227982,0.222825,0.233429,0.224504,0.226453,0.204783,0.204138,0.019328,0.008214,0.021959,0.005731,0.009707,0.015501,0.026773,0.008457,0.011559,0.010660,0.015267,0.007044,0.008752,120.000000,0.086057,love
0.051876,0.056954,3.153422,0.143817,0.185485,0.335795,0.004367,0.059088,-22.733686,2.619502,0.389690,0.147645,0.051836,0.045599,-0.065310,-0.090833,-0.091521,-0.138426,0.011667,-0.010396,-0.001584,0.014559,0.005499,0.041926,0.026564,0.032228,0.009135,0.049044,0.001554,0.008882,0.014864,0.046913,0.002658,0.028206,0.000036,0.000042,0.000002,0.000040,0.000034,0.000507,0.000005,0.000088,0.001225,-0.000527,0.000855,-0.000969,0.000824,0.000437,0.000228,0.000416,-0.000050,0.000731,0.000739,-0.000049,-0.000335,-0.000058,0.000004,0.000062,-0.000130,0.000038,-0.000018,0.000005,0.000000,-0.000004,-0.000021,0.000053,-0.000001,0.000005,0.026110,0.027847,0.115222,0.035658,0.022734,0.257225,0.002806,0.064077,0.605340,0.333660,0.329472,0.270114,0.238794,0.234470,0.229391,0.213226,0.230881,0.220726,0.215839,0.219732,0.205107,0.012201,0.005625,0.026739,0.019306,0.020106,0.010926,0.029925,0.002472,0.008492,0.010746,0.026971,0.002826,0.007763,0.027264,0.037090,0.144642,0.037624,0.027145,0.259475,0.003243,0.073612,0.718135,0.326091,0.311288,0.281602,0.263257,0.240239,0.244057,0.222092,0.242119,0.219818,0.225318,0.217227,0.215307,0.012852,0.005686,0.027990,0.018655,0.021193,0.011691,0.030459,0.002977,0.008831,0.011385,0.024724,0.003147,0.008651,171.428571,0.170913,love
0.069248,0.041606,3.203935,0.156335,0.185836,0.514159,0.003970,0.094268,-22.875832,1.887873,0.071209,0.332649,0.077285,0.319596,0.002633,-0.040339,0.004675,0.057725,0.022765,0.101276,-0.025955,0.012061,0.004628,0.060522,0.009648,0.015196,0.011216,0.068202,0.002594,0.006260,0.013205,0.031709,0.004383,0.031100,0.000023,-0.000043,-0.000081,-0.000008,0.000022,-0.000364,0.000003,-0.000091,-0.001598,0.002161,0.000992,0.001722,-0.000145,0.000009,0.000772,0.000196,0.001430,-0.000103,-0.000649,-0.001357,-0.000320,0.000007,0.000004,0.000375,0.000002,0.000017,0.000008,0.000007,-0.000011,-0.000002,-0.000003,0.000018,0.000001,0.000091,0.030619,0.015827,0.077590,0.036463,0.022944,0.304837,0.002031,0.066099,0.627258,0.371519,0.420592,0.320606,0.266637,0.263392,0.233426,0.242706,0.223674,0.238695,0.224678,0.223197,0.201347,0.012173,0.005616,0.034152,0.010028,0.010051,0.012250,0.038752,0.003525,0.008711,0.012398,0.023175,0.004920,0.011412,0.028658,0.014353,0.096197,0.037114,0.027112,0.250484,0.002556,0.061973,0.587842,0.305917,0.326623,0.275582,0.248575,0.243893,0.241231,0.234427,0.221414,0.236357,0.223577,0.225738,0.211769,0.014490,0.006395,0.032226,0.009726,0.009613,0.012622,0.036671,0.004156,0.009344,0.014621,0.024194,0.005181,0.011085,171.428571,0.126667,love
0.040136,0.088234,3.153122,0.125473,0.174131,0.254980,0.008411,0.050383,-22.756856,2.543823,-0.115205,0.115694,0.129980,0.042886,0.080492,0.003290,-0.069840,0.043733,-0.046502,0.093167,0.015476,0.009542,0.002033,0.048596,0.026180,0.027261,0.010901,0.052332,0.004221,0.007059,0.017560,0.054164,0.003438,0.037264,-0.000004,-0.000115,0.000100,0.000031,0.000048,0.000153,0.000019,0.000003,-0.002529,-0.001338,0.000659,-0.001191,0.000099,0.001542,0.000226,-0.000476,0.000295,0.000322,0.000494,0.001230,-0.000223,0.000002,-0.000002,-0.000032,-0.000053,-0.000002,-0.000003,0.000202,0.000009,-0.000028,0.000038,-0.000064,-0.000006,0.000029,0.025559,0.042940,0.154909,0.042329,0.029048,0.254101,0.005815,0.045610,1.122985,0.551636,0.494243,0.333737,0.334822,0.323170,0.288816,0.280464,0.291027,0.259557,0.294298,0.285136,0.269107,0.013044,0.002541,0.037480,0.024016,0.021858,0.013570,0.036968,0.007973,0.009068,0.017040,0.032362,0.005469,0.012938,0.027847,0.045246,0.209528,0.045774,0.035421,0.281443,0.007261,0.052994,1.135866,0.548586,0.484238,0.379938,0.341663,0.327912,0.307781,0.296763,0.314625,0.274351,0.309268,0.289223,0.282444,0.014993,0.003175,0.038155,0.026194,0.024926,0.016192,0.036386,0.009085,0.009692,0.017321,0.033958,0.006572,0.014058,150.000000,0.168763,love
0.040820,0.150103,3.211037,0.126882,0.166524,0.248605,0.006693,0.054162,-21.811820,1.740135,-0.295127,0.537112,0.273750,0.077845,0.121763,0.264658,0.262555,0.121600,-0.059881,0.021644,-0.078119,0.013014,0.005290,0.103878,0.007607,0.008824,0.001753,0.091526,0.001264,0.005664,0.004803,0.064239,0.002305,0.054244,-0.000009,0.000123,-0.000015,0.000000,0.000049,-0.000125,0.000015,-0.000054,0.000288,0.000641,-0.000318,-0.001543,0.000448,0.001367,-0.000314,-0.000745,0.000420,0.000163,0.000238,0.000642,-0.000832,0.000004,0.000008,0.000059,-0.000074,-0.000019,-0.000000,-0.000283,0.000003,-0.000034,-0.000002,0.000096,0.000000,-0.000060,0.014327,0.060865,0.077778,0.023453,0.020282,0.137730,0.004577,0.026371,0.610261,0.375297,0.337961,0.257557,0.251727,0.252856,0.214105,0.230765,0.214777,0.236114,0.206829,0.191923,0.193212,0.012719,0.005028,0.050031,0.007048,0.007916,0.001894,0.077041,0.001853,0.008457,0.005472,0.032802,0.003716,0.016409,0.016529,0.060289,0.095665,0.029278,0.026797,0.165436,0.005190,0.030029,0.741553,0.432919,0.374082,0.278859,0.273681,0.279789,0.252030,0.263598,0.251422,0.240102,0.232478,0.227790,0.207054,0.015033,0.005883,0.052892,0.007265,0.011294,0.002308,0.087545,0.002288,0.010090,0.007819,0.042994,0.004237,0.018818,109.090909,0.210251,love
0.050157,0.050477,3.168594,0.126351,0.169389,0.290529,0.004974,0.061316,-22.845877,2.084110,-0.204640,0.168682,0.180281,0.367780,0.093838,0.062927,0.131684,0.024269,-0.003317,0.062035,0.056425,0.016083,0.003872,0.053644,0.010001,0.023180,0.007437,0.035925,0.002049,0.004791,0.016351,0.034242,0.014778,0.026491,-0.000019,0.000054,-0.000397,0.000004,0.000065,-0.000183,0.000016,-0.000006,-0.000246,-0.001239,-0.001194,0.000625,0.001421,0.001704,0.001600,0.000093,0.000005,-0.000471,0.000103,0.000877,0.000258,-0.000041,-0.000005,0.000136,-0.000018,0.000075,-0.000007,-0.000021,-0.000000,0.000000,-0.000013,0.000091,-0.000116,0.000020,0.019474,0.023582,0.108485,0.026535,0.022931,0.165651,0.002849,0.039132,0.582999,0.285238,0.319712,0.248832,0.250684,0.248890,0.231627,0.219037,0.222826,0.249887,0.232228,0.224633,0.210984,0.014480,0.004879,0.032260,0.010376,0.018553,0.008368,0.026951,0.002881,0.006719,0.016179,0.022934,0.012344,0.008980,0.018651,0.024884,0.130176,0.029797,0.030408,0.151437,0.003451,0.037409,0.558978,0.282423,0.319965,0.257751,0.274061,0.268670,0.244625,0.230902,0.238158,0.254308,0.236150,0.236468,0.223902,0.014696,0.005480,0.032536,0.010010,0.018637,0.010800,0.032251,0.003887,0.008376,0.018696,0.024406,0.012579,0.010591,133.333333,0.096882,love
0.057812,0.063753,3.175520,0.138188,0.171926,0.449714,0.006370,0.083545,-22.776534,1.901057,0.048545,0.397874,0.005356,0.071025,-0.010483,-0.033767,0.112777,-0.045790,-0.064133,0.085518,0.037704,0.015026,0.007799,0.047625,0.008307,0.019655,0.007024,0.071196,0.003531,0.005817,0.010437,0.045970,0.006013,0.034946,-0.000025,-0.000027,0.000036,-0.000027,0.000001,-0.000426,0.000008,-0.000033,0.000932,0.000780,-0.000110,0.000394,0.000110,0.000307,-0.000398,-0.001528,-0.000949,-0.000077,0.000984,0.000568,-0.000760,0.000010,-0.000010,0.000195,-0.000002,-0.000026,0.000002,-0.000335,0.000005,0.000018,-0.000030,0.000005,0.000000,-0.000060,0.031088,0.043267,0.150641,0.035347,0.023156,0.320205,0.004724,0.064287,0.906955,0.599370,0.467214,0.384862,0.355969,0.339358,0.343351,0.274762,0.284617,0.262616,0.259203,0.253040,0.216261,0.016584,0.009713,0.037267,0.009178,0.015552,0.009993,0.066465,0.005524,0.006646,0.009989,0.034352,0.009506,0.015588,0.026442,0.047905,0.192545,0.031772,0.026382,0.245295,0.005440,0.056227,0.859961,0.457030,0.401383,0.339295,0.318395,0.307592,0.300704,0.275573,0.287556,0.272683,0.264616,0.265198,0.235751,0.016560,0.009824,0.039646,0.011828,0.017292,0.011880,0.054183,0.006315,0.007397,0.010639,0.029027,0.011050,0.014574,200.000000,0.086643,love
0.055228,0.052271,3.224506,0.130022,0.168273,0.399425,0.004148,0.077420,-22.302822,2.204596,0.096049,-0.086103,-0.077288,0.106442,0.069760,0.032911,-0.078424,-0.097117,0.013306,0.109782,0.063339,0.014014,0.003901,0.021246,0.014080,0.027288,0.030141,0.018788,0.001838,0.005103,0.021755,0.034996,0.005777,0.021944,-0.000036,-0.000024,-0.000106,-0.000021,0.000021,-0.000446,0.000012,-0.000123,-0.001159,0.002102,-0.001827,0.000080,0.000103,-0.001062,-0.000011,-0.000436,0.000740,0.000901,0.000003,-0.000585,-0.000996,0.000031,0.000025,0.000126,0.000002,-0.000165,-0.000003,0.000004,0.000001,-0.000004,0.000047,0.000014,0.000037,-0.000012,0.023235,0.017859,0.056008,0.028798,0.021380,0.212379,0.002111,0.045236,0.624737,0.372695,0.389249,0.271914,0.237653,0.277858,0.241303,0.238376,0.267540,0.248968,0.212593,0.209423,0.242799,0.012152,0.004372,0.014950,0.012414,0.018352,0.032537,0.016882,0.003710,0.005529,0.016488,0.023778,0.006720,0.007519,0.021616,0.014665,0.073790,0.029107,0.026823,0.191142,0.002644,0.041717,0.503618,0.316763,0.292615,0.243202,0.251926,0.250651,0.242086,0.241890,0.249592,0.229061,0.223344,0.217448,0.224117,0.011981,0.005002,0.015079,0.013392,0.016087,0.030594,0.016665,0.004990,0.006395,0.016155,0.020112,0.007869,0.007820,150.000000,0.083433,love
0.071846,0.072542,3.223602,0.161087,0.183547,0.628509,0.003905,0.099887,-22.056387,1.509879,0.530302,0.359390,-0.002320,0.139180,-0.263860,0.186776,-0.066589,0.096076,0.084207,0.105365,0.052578,0.011635,0.002314,0.063062,0.010324,0.019980,0.007022,0.088248,0.002080,0.005640,0.007063,0.035510,0.005298,0.036237,0.000017,0.000041,-0.000097,-0.000013,-0.000017,0.000197,0.000005,0.000021,0.000940,-0.000143,0.000224,0.000717,0.000573,-0.000842,-0.000054,-0.000421,0.000310,0.001015,0.000479,0.000823,0.000332,-0.000004,0.000001,-0.000053,-0.000015,0.000022,0.000000,0.000151,-0.000001,0.000008,0.000015,-0.000123,-0.000001,-0.000016,0.026407,0.014601,0.058469,0.030403,0.018684,0.270062,0.001976,0.056181,0.576269,0.325555,0.389398,0.268745,0.242595,0.247168,0.249635,0.241541,0.238840,0.238937,0.224430,0.211755,0.203203,0.009075,0.003423,0.034436,0.011892,0.015552,0.007306,0.058178,0.002889,0.006366,0.006546,0.023669,0.005091,0.011518,0.023610,0.018921,0.072814,0.027192,0.020940,0.227902,0.002554,0.053523,0.643227,0.302276,0.337047,0.272152,0.248734,0.257442,0.248030,0.235540,0.230177,0.239762,0.230445,0.223391,0.203212,0.009767,0.004206,0.037282,0.015844,0.016191,0.009459,0.054590,0.003343,0.007286,0.007250,0.024614,0.005466,0.012325,200.000000,0.099668,love
0.051704,0.093832,3.216795,0.130032,0.169492,0.366725,0.004729,0.071987,-21.692782,1.774678,-0.208860,0.201635,0.033109,0.132026,-0.015422,0.012061,0.021370,0.293113,0.272487,0.155626,-0.008180,0.010439,0.011283,0.061233,0.005971,0.010490,0.013668,0.050459,0.006239,0.007358,0.020380,0.039971,0.005218,0.029606,-0.000005,0.000104,0.000126,0.000028,0.000025,0.000108,0.000019,-0.000006,0.000844,0.000515,-0.000415,-0.000366,-0.001090,-0.000207,0.000425,0.000874,0.000837,0.000340,-0.000655,-0.001132,0.000016,-0.000002,0.000214,-0.000214,-0.000012,-0.000002,0.000003,-0.000036,-0.000005,-0.000003,0.000017,0.000003,-0.000003,-0.000016,0.017272,0.033282,0.070966,0.026694,0.020725,0.201817,0.002665,0.034555,0.626117,0.313802,0.326953,0.266806,0.230097,0.236820,0.236102,0.261148,0.258531,0.246576,0.227468,0.229095,0.191560,0.009158,0.011295,0.030848,0.005635,0.008070,0.012022,0.030605,0.005445,0.008349,0.021395,0.026588,0.005453,0.008459,0.018775,0.037593,0.090661,0.030488,0.027118,0.208080,0.003401,0.038328,0.694121,0.349760,0.363611,0.293881,0.269721,0.257276,0.257236,0.277320,0.267286,0.254411,0.236577,0.231648,0.206889,0.010668,0.010319,0.029498,0.007098,0.009908,0.013282,0.029732,0.006890,0.010212,0.020391,0.028121,0.005797,0.009060,171.428571,0.119247,love
0.080961,0.083920,3.204882,0.170144,0.187367,0.655610,0.002983,0.104218,-21.286480,1.703000,0.307801,0.289154,0.171246,0.299547,0.053912,0.055065,-0.012245,-0.074168,-0.035489,0.085298,0.035123,0.025419,0.005335,0.046683,0.010261,0.018241,0.022444,0.035360,0.002079,0.003539,0.018991,0.022068,0.003482,0.022671,-0.000048,0.000072,0.000320,-0.000076,-0.000043,-0.000441,0.000006,-0.000080,0.000173,0.001263,0.000823,-0.000887,-0.000284,-0.000221,-0.000454,-0.000254,0.000464,-0.000135,0.000378,-0.000037,-0.000385,0.000016,0.000007,0.000088,0.000004,0.000018,0.000017,0.000010,-0.000001,-0.000001,-0.000041,-0.000006,-0.000000,0.000013,0.019710,0.023205,0.076049,0.020818,0.013848,0.190292,0.001347,0.041437,0.395897,0.277912,0.321277,0.268423,0.261283,0.240519,0.237312,0.213631,0.220495,0.191240,0.206755,0.210161,0.207693,0.021158,0.006224,0.028599,0.010130,0.012035,0.022232,0.022502,0.002776,0.003882,0.012867,0.014318,0.004616,0.007664,0.019848,0.028298,0.096599,0.021090,0.017043,0.185028,0.001639,0.042037,0.438956,0.252847,0.287326,0.253700,0.236222,0.229791,0.239264,0.235672,0.215797,0.218435,0.221006,0.215344,0.199061,0.024577,0.006882,0.034249,0.011180,0.012447,0.023245,0.027109,0.003521,0.004396,0.015321,0.015912,0.005803,0.009566,240.000000,0.110664,love
